filename,J0_count,J1_count,J2_count,J1/J2,TCRBJ01-01,TCRBJ01-02,TCRBJ01-03,TCRBJ01-04,TCRBJ01-05,TCRBJ01-06,TCRBJ02-01,TCRBJ02-02,TCRBJ02-03,TCRBJ02-04,TCRBJ02-05,TCRBJ02-06,TCRBJ02-07,TCRBJ-other,TCRBJ01-01/j1j2,TCRBJ01-02/j1j2,TCRBJ01-03/j1j2,TCRBJ01-04/j1j2,TCRBJ01-05/j1j2,TCRBJ01-06/j1j2,TCRBJ02-01/j1j2,TCRBJ02-02/j1j2,TCRBJ02-03/j1j2,TCRBJ02-04/j1j2,TCRBJ02-05/j1j2,TCRBJ02-06/j1j2,TCRBJ02-07/j1j2,TCRBJ-other/j1j2,TCRBJ01-01/j1,TCRBJ01-02/j1,TCRBJ01-03/j1,TCRBJ01-04/j1,TCRBJ01-05/j1,TCRBJ01-06/j1,TCRBJ02-01/j2,TCRBJ02-02/j2,TCRBJ02-03/j2,TCRBJ02-04/j2,TCRBJ02-05/j2,TCRBJ02-06/j2,TCRBJ02-07/j2
ImmuneCODE-Review-002/ADIRP0002576_TCRB.tsv,0,200107,199216,1.0044725323267207,55376,50220,16634,20383,36929,20565,51778,25309,32335,4408,26323,4704,54217,142,0.1386747069414985,0.12576285362976838,0.04165550193702842,0.05104389178684924,0.09247902074260686,0.051499663179932036,0.12966445709363097,0.06337977026116702,0.08097454942490165,0.011038682970928295,0.0659190680226283,0.011779937544293717,0.1357722946086251,0.00035560185614151953,0.27673194840760196,0.25096573333266703,0.08312552784260421,0.10186050463002294,0.18454626774675548,0.10277001804034841,0.2599088426632399,0.12704300859368725,0.1623112601397478,0.02212673680828849,0.1321329612079351,0.023612561240061038,0.2721518351939603
ImmuneCODE-Review-002/BS-EQ-28-T2-replacement_TCRB.tsv,0,51628,118279,0.43649337583171993,12671,12791,4409,5850,10628,5279,29601,12802,20134,3308,16178,3270,32886,100,0.07457609162659573,0.07528236035007387,0.025949490015125923,0.03443060026955923,0.06255186660938043,0.031069938260342423,0.1742188373639697,0.07534710164972602,0.11850012065424026,0.019469474477214005,0.0952167950702443,0.019245822714779263,0.19355294366918374,0.000588557269565115,0.24542883706515844,0.24775315720151855,0.08539939567676455,0.11331060664755559,0.2058572867436275,0.10225071666537537,0.2502642058184462,0.1082356124079507,0.1702246383550757,0.027967771117442655,0.13677829538633232,0.027646496842212057,0.27803752145351246
ImmuneCODE-Review-002/860011450_TCRB.tsv,0,61021,83876,0.7275144260575135,17063,16616,5224,6102,10259,5757,18206,8861,14925,2275,12551,2082,24917,59,0.11775951192916348,0.11467456193019869,0.03605319640848327,0.04211267314023065,0.07080201798518948,0.03973167146317729,0.1256478740070533,0.0611537851025211,0.10300420298556906,0.01570080816027937,0.08662015086578742,0.01436882751195677,0.17196353271634332,0.00040718579404680564,0.27962504711492764,0.27229970010324317,0.0856098720112748,0.0999983612199079,0.16812244964848166,0.09434456990216483,0.21705851495064143,0.10564404597262626,0.17794124660212696,0.027123372597644142,0.14963756020792598,0.02482235681243741,0.2970694835232963
ImmuneCODE-Review-002/BS-EQ-0002-T1-replacement_TCRB.tsv,0,5320,14816,0.35907127429805613,1625,1143,398,630,1070,454,3701,1726,2296,351,1582,329,4821,10,0.08070123162495034,0.05676400476758045,0.01976559396106476,0.03128724672228844,0.053138657131505763,0.02254668255860151,0.18380015891934842,0.0857171235597934,0.11402463249900675,0.017431466030989273,0.07856575288041319,0.016338895510528407,0.23942193087008343,0.0004966229638458482,0.30545112781954886,0.21484962406015037,0.07481203007518797,0.11842105263157894,0.20112781954887218,0.08533834586466166,0.2497975161987041,0.11649568034557235,0.15496760259179265,0.02369060475161987,0.10677645788336933,0.02220572354211663,0.3253914686825054
ImmuneCODE-Review-002/INCOV044-BL-3_TCRB.tsv,0,142939,170594,0.83788996095994,38336,34633,12419,15362,28207,13982,40698,22215,25767,4509,23236,4812,49218,139,0.1222710209132691,0.11046046189715278,0.03960986562817949,0.04899643737660789,0.08996501165746508,0.04459498681159559,0.1298045181846887,0.07085378572590445,0.08218273674541436,0.014381261302637999,0.07411022125262731,0.015347666752782005,0.15697869123824287,0.00044333451343239787,0.268198322361287,0.24229216658854477,0.0868832159172794,0.10747241830431163,0.19733592651410742,0.09781795031446981,0.23856642085888133,0.13022146148164648,0.15104282682861062,0.02643117577406005,0.13620643164472374,0.028207322649096686,0.28850956071139666
ImmuneCODE-Review-002/BS-GIGI_34-replacement_TCRB.tsv,0,31857,70208,0.453751709206928,9196,7941,2745,3117,6053,2805,17831,7110,11401,2001,8901,1732,21187,45,0.0900994464311958,0.07780336060353696,0.026894625973644247,0.030539362171165433,0.059305344633321905,0.027482486650663794,0.17470239553225886,0.06966149022681624,0.11170332631166413,0.01960515357860187,0.0872091314358497,0.01696957820996424,0.20758340273355214,0.00044089550776465976,0.2886649715918009,0.24927017609944438,0.0861663056785008,0.09784348808739053,0.19000533634679975,0.08804972219606366,0.2539739061075661,0.10127051048313583,0.16238890154968094,0.02850102552415679,0.12678042388331814,0.024669553327256153,0.3017747265268915
ImmuneCODE-Review-002/550040140_TCRB.tsv,0,27284,37408,0.7293627031650983,8121,6246,2170,2894,5437,2416,9973,5196,6219,1034,5513,1113,8335,25,0.12553329623446485,0.09654980523094045,0.033543560254745565,0.04473505224757312,0.08404439497928647,0.03734619427440796,0.1541612564150127,0.0803190502689668,0.0961324429604897,0.01598342917207692,0.08521919248129599,0.01720460025969208,0.12884127867433376,0.0003864465467136586,0.297646972584665,0.22892537751062894,0.07953379269901774,0.10606949127693886,0.19927429995601817,0.08855006597273127,0.2666007271171942,0.13890076988879385,0.1662478614200171,0.02764114627887083,0.14737489307100085,0.029752994011976047,0.22281330196749358
ImmuneCODE-Review-002/INCOV019-AC-5_TCRB.tsv,0,88153,139493,0.6319528578494978,22073,22071,7195,9812,17304,9698,34151,15958,21725,3623,19114,3455,41334,133,0.09696194969382287,0.09695316412324398,0.03160609015752528,0.04310200925999139,0.07601275664848053,0.042601231736995156,0.1500180104196867,0.07010006764889345,0.09543326041309753,0.015915061103643376,0.08396369802236807,0.015177073175017352,0.1815713871537387,0.0005842404434956028,0.25039420099145804,0.25037151316461154,0.08161945708030356,0.11130647850895602,0.19629507787596565,0.1100132723787052,0.24482232083330346,0.11440000573505481,0.15574258206504987,0.025972629450940192,0.1370247969432158,0.024768267941760517,0.29631594416924145
ImmuneCODE-Review-002/INCOV033-AC-3_TCRB.tsv,0,12273,16657,0.7368073482619919,3136,3044,1030,1301,2431,1331,3743,2045,2823,419,2451,498,4662,16,0.10839958520566885,0.10521949533356377,0.03560318008987211,0.04497061873487729,0.08403041825095058,0.04600760456273764,0.12938126512270998,0.07068786726581404,0.09758036640165918,0.014483235395782924,0.08472174213619081,0.017213964742481852,0.1611475976494988,0.000553059108192188,0.2555202476981993,0.24802411798256335,0.08392406094679378,0.10600505173959097,0.19807707976859773,0.10844944186425487,0.2247103319925557,0.12277120730023414,0.16947829741249926,0.025154589662003964,0.1471453442996938,0.02989734045746533,0.2798823317524164
ImmuneCODE-Review-002/550041393_TCRB.tsv,0,76105,145632,0.522584322127005,20764,17386,5784,8429,16284,7458,33771,17637,22568,3952,19752,4130,43676,146,0.09364246832959768,0.07840820431411988,0.02608495650252326,0.038013502482670915,0.07343835264299599,0.033634440801490056,0.1523020515295147,0.07954017597423975,0.10177823277125604,0.01782291633782364,0.0890785029111064,0.018625669148585936,0.19697208855536064,0.0006584376987151446,0.272833585178372,0.2284475395834702,0.07600026279482294,0.11075487812890086,0.21396754483936667,0.09799618947506734,0.23189271588661833,0.12110662491760053,0.1549659415513074,0.027136892990551525,0.1356295319709954,0.028359151834761592,0.29990661393100415
ImmuneCODE-Review-002/860011320_TCRB.tsv,0,10441,15012,0.6955102584598988,2654,2450,860,1232,2086,1159,3501,1893,2207,384,1867,383,4763,14,0.10427061643028326,0.09625584410482065,0.03378776568577378,0.04840293874985267,0.08195497583781873,0.04553490747652536,0.13754763682080698,0.07437237260833693,0.08670883589360782,0.015086630259694339,0.0733508820178368,0.015047342160059717,0.18712921855969827,0.0005500333948846894,0.2541902116655493,0.23465185327075952,0.08236758931136864,0.11799636050186764,0.19978929221338954,0.11100469303706542,0.23321342925659472,0.12609912070343726,0.14701572075672795,0.025579536370903277,0.12436717292832401,0.025512922994937383,0.3172795097255529
ImmuneCODE-Review-002/BS-HS-133_TCRB.tsv,0,17708,18583,0.9529139536135177,5044,4680,1455,1674,3012,1843,4156,2365,3368,481,2863,524,4804,22,0.13898762778650353,0.1289575927916012,0.040092584938414486,0.04612713896007275,0.0829957840786972,0.05078394092199168,0.11451875120553305,0.06516767242567027,0.09280537874404123,0.013253974814692348,0.078890082940674,0.01443884158606817,0.13237441789975476,0.0006062109062853049,0.2848430088095776,0.26428732776146374,0.08216625254122431,0.09453354416083126,0.17009261350801896,0.10407725321888411,0.22364526717968036,0.12726685680460637,0.18124091911962548,0.025883872356454823,0.15406554377656997,0.028197815207447668,0.2585158478178981
ImmuneCODE-Review-002/A-S-replacement_TCRB.tsv,0,56698,66514,0.852422046486454,16256,15083,4717,5495,9693,5454,14428,8122,11117,2077,8484,2148,20062,76,0.13193520111677434,0.12241502451059962,0.038283608739408496,0.044597928773171445,0.07866928545920852,0.04426516897704769,0.11709898386520794,0.06591890400285687,0.09022660130506768,0.016857124306074084,0.06885692951985196,0.017433366879849366,0.1628250495081648,0.0006168230367172029,0.28671205333521466,0.26602349289216554,0.0831951744329606,0.09691699883593778,0.17095841123143674,0.09619386927228474,0.21691673933307273,0.12210963105511621,0.16713774543705084,0.0312265087049343,0.1275520942959377,0.032293953152719726,0.3016207114291728
ImmuneCODE-Review-002/KH20-09654_TCRB.tsv,0,162078,166254,0.974881807355011,44596,47628,13424,15718,26318,14394,37935,20078,28994,4080,24295,4136,46568,168,0.1358259322880499,0.14506048755527942,0.04088544522008211,0.04787227562345431,0.08015667068698756,0.04383977193816015,0.11553854025803151,0.06115151736656799,0.08830695759170595,0.012426446401812799,0.07399522434608871,0.012597005470072975,0.14183204804892607,0.000511677204780527,0.27515147027974185,0.2938585125680228,0.08282431915497476,0.09697799824775725,0.16237860783079752,0.08880909191870581,0.22817496120394096,0.12076701913938913,0.17439580401073057,0.024540762929012236,0.1461318223922432,0.024877596929998677,0.2801015313917259
ImmuneCODE-Review-002/INCOV086-BL-3_TCRB.tsv,0,3553,4784,0.7426839464882943,1029,965,258,364,636,301,1104,613,701,122,602,140,1498,4,0.12342569269521411,0.11574907040902004,0.030946383591219862,0.0436607892527288,0.07628643396905362,0.03610411418975651,0.1324217344368478,0.07352764783495262,0.08408300347846948,0.014633561233057455,0.07220822837951302,0.016792611251049538,0.17968094038623006,0.00047978889288712967,0.2896144103574444,0.27160146355192794,0.07261469180973824,0.10244863495637489,0.17900365887981987,0.08471714044469462,0.23076923076923078,0.12813545150501673,0.14653010033444816,0.025501672240802676,0.1258361204013378,0.029264214046822744,0.31312709030100333
ImmuneCODE-Review-002/KHBR20-00133_TCRB.tsv,0,138778,120545,1.1512547181550459,37888,36534,11581,12203,25389,15183,26348,16324,20684,2919,18056,3616,32499,99,0.1461035079803951,0.1408822202427089,0.04465859179478874,0.04705714495050574,0.09790492937379253,0.058548605407156326,0.10160302017175492,0.0629485236558269,0.07976153291455058,0.01125623257481982,0.06962745302190704,0.01394400033934514,0.1253224742888213,0.00038176328362698255,0.27301157243943563,0.26325498277825016,0.08344982634135094,0.08793180475291473,0.18294686477683783,0.1094049489112107,0.21857397652329005,0.13541830851549214,0.17158737400970592,0.024215023435231655,0.14978638682649634,0.029997096519971796,0.2696005641046912
ImmuneCODE-Review-002/BS-EQ-38-T2-replacement_TCRB.tsv,0,49883,90399,0.5518092014292193,13111,12976,4335,5730,8637,5094,19057,10166,16595,2649,13571,2377,25910,74,0.0934617413495673,0.0924993940776436,0.030902040176216478,0.04084629531942801,0.061568839908184944,0.036312570393920815,0.13584779230407323,0.07246831382500962,0.11829742946350921,0.01888339202463609,0.09674085057241841,0.016944440484167607,0.1846993912262443,0.0005275088749803966,0.2628350339795121,0.26012870116071607,0.08690335384800434,0.11486879297556282,0.1731451596736363,0.10211895836256842,0.21080985409130631,0.11245699620571024,0.18357503954689763,0.02930342149802542,0.15012334207236805,0.026294538656401065,0.2866182148032611
